gps_seconds[s]	file_name	latitude[deg]	longitude[deg]	altitude_ellipsoidal[m]	roll[deg]	pitch[deg]	heading[deg]	projectedX[m]	projectedY[m]	projectedZ[m]
1271067822.00200	pano_000000_000000	55.7164299	12.5807628	35.381	1.51045	-0.94557	-96.50760	652210.772	1177179.755	-0.659
1271067822.26100	pano_000000_000001	55.7164329	12.5808133	35.432	1.76651	-1.31266	-96.36005	652213.936	1177180.127	-0.608
1271067823.08600	pano_000000_000002	55.7164413	12.5809709	35.699	1.41564	-2.76155	-95.85368	652223.832	1177181.177	-0.341
1271067823.92600	pano_000000_000003	55.7164489	12.5811287	36.214	0.69490	-3.79381	-95.49967	652233.738	1177182.147	0.174
1271067824.79600	pano_000000_000004	55.7164558	12.5812867	36.850	-0.19080	-4.01225	-95.17670	652243.659	1177183.031	0.811
1271067825.70200	pano_000000_000005	55.7164626	12.5814449	37.512	-0.59762	-3.98032	-95.36838	652253.589	1177183.907	1.473
1271067826.67200	pano_000000_000006	55.7164703	12.5816027	38.181	-0.49936	-4.01449	-96.04655	652263.497	1177184.884	2.142
1271067827.71700	pano_000000_000007	55.7164790	12.5817605	38.853	-0.41618	-4.08849	-96.59796	652273.407	1177185.974	2.813
1271067828.77100	pano_000000_000008	55.7164878	12.5819191	39.497	-0.05733	-4.26056	-95.31607	652283.358	1177187.073	3.458
1271067829.78100	pano_000000_000009	55.7164922	12.5820793	40.124	-0.38906	-3.70226	-90.94737	652293.424	1177187.679	4.085
1271067830.82600	pano_000000_000010	55.7164888	12.5822398	40.662	-0.87512	-2.53206	-85.66513	652303.510	1177187.424	4.624
1271067831.95100	pano_000000_000011	55.7164772	12.5823990	41.049	-0.63816	-1.64474	-80.56621	652313.530	1177186.249	5.011
1271067833.14600	pano_000000_000012	55.7164581	12.5825558	41.319	-1.36568	-0.76405	-76.74808	652323.414	1177184.246	5.280
1271067834.90200	pano_000000_000013	55.7164330	12.5827099	41.429	-1.34593	0.37221	-72.06220	652333.131	1177181.566	5.391
1271067842.24300	pano_000000_000014	55.7164002	12.5828586	41.344	-1.57024	0.87171	-67.27311	652342.522	1177178.029	5.306
1271067865.85900	pano_000000_000015	55.7163607	12.5830027	41.182	-1.25934	-0.08541	-62.14604	652351.631	1177173.741	5.145
1271067867.35400	pano_000000_000016	55.7163142	12.5831410	41.051	-0.87212	0.44144	-56.57528	652360.385	1177168.666	5.013
1271067868.83900	pano_000000_000017	55.7162604	12.5832703	40.926	-1.69865	0.86119	-52.42730	652368.578	1177162.770	4.889
1271067870.35000	pano_000000_000018	55.7162022	12.5833928	40.778	-0.98529	0.64299	-47.60001	652376.359	1177156.382	4.741
1271067871.87500	pano_000000_000019	55.7161376	12.5835051	40.635	-1.64784	0.59958	-43.14491	652383.501	1177149.280	4.597
1271067873.30500	pano_000000_000020	55.7160694	12.5836097	40.506	-1.84514	-0.08005	-40.05941	652390.164	1177141.770	4.469
1271067874.67100	pano_000000_000021	55.7159980	12.5837080	40.422	-1.97381	0.15756	-36.92726	652396.441	1177133.894	4.385
1271067875.95100	pano_000000_000022	55.7159237	12.5837998	40.349	-1.26613	0.50633	-33.73293	652402.310	1177125.687	4.311
1271067877.18100	pano_000000_000023	55.7158467	12.5838828	40.300	-1.75574	0.22665	-30.49565	652407.624	1177117.178	4.263
1271067878.66700	pano_000000_000024	55.7157676	12.5839582	40.284	-1.99282	-0.75598	-28.07670	652412.471	1177108.425	4.247
1271067879.93200	pano_000000_000025	55.7156876	12.5840322	40.311	-1.86951	-0.75148	-28.44683	652417.230	1177099.579	4.274
1271067880.98200	pano_000000_000026	55.7156078	12.5841062	40.334	-0.70789	-0.77379	-27.53296	652421.984	1177090.750	4.297
1271067881.91700	pano_000000_000027	55.7155266	12.5841773	40.335	-1.59533	-0.32067	-27.30080	652426.563	1177081.768	4.299
1271067882.80300	pano_000000_000028	55.7154464	12.5842493	40.339	-0.95480	-0.30265	-27.84883	652431.198	1177072.891	4.302
1271067883.67800	pano_000000_000029	55.7153665	12.5843228	40.323	-0.89438	0.31730	-28.44082	652435.923	1177064.049	4.287
1271067884.56800	pano_000000_000030	55.7152870	12.5843973	40.300	-0.64220	-0.06044	-28.42927	652440.709	1177055.251	4.263
1271067885.48800	pano_000000_000031	55.7152067	12.5844710	40.318	-1.01097	0.51952	-27.99384	652445.452	1177046.370	4.282
1271067886.47800	pano_000000_000032	55.7151266	12.5845433	40.282	-1.14272	-0.50667	-27.49904	652450.103	1177037.512	4.245
1271067887.44900	pano_000000_000033	55.7150460	12.5846147	40.304	-1.11705	-0.46882	-27.28705	652454.698	1177028.595	4.267
1271067888.33900	pano_000000_000034	55.7149654	12.5846863	40.285	-1.19905	-0.58475	-27.37270	652459.304	1177019.669	4.249
1271067889.16900	pano_000000_000035	55.7148851	12.5847586	40.317	-0.51406	-0.52824	-27.81264	652463.954	1177010.786	4.281
1271067889.97400	pano_000000_000036	55.7148045	12.5848304	40.294	-1.69476	-0.41667	-27.57889	652468.577	1177001.872	4.258
1271067890.76900	pano_000000_000037	55.7147241	12.5849023	40.341	-1.25058	-0.40821	-27.35480	652473.203	1176992.975	4.305
1271067891.56400	pano_000000_000038	55.7146432	12.5849739	40.339	-1.66731	0.39357	-27.55081	652477.815	1176984.014	4.303
1271067892.36000	pano_000000_000039	55.7145631	12.5850458	40.306	-1.21945	-0.38998	-27.54639	652482.441	1176975.155	4.270
1271067893.16500	pano_000000_000040	55.7144825	12.5851185	40.307	-1.25193	-0.09697	-27.83828	652487.116	1176966.232	4.271
1271067893.96000	pano_000000_000041	55.7144022	12.5851912	40.291	-1.20317	-0.43482	-27.69708	652491.791	1176957.352	4.255
1271067894.74500	pano_000000_000042	55.7143219	12.5852637	40.320	-0.84208	-0.00486	-27.69746	652496.456	1176948.472	4.284
1271067895.52000	pano_000000_000043	55.7142415	12.5853356	40.263	-1.87451	-0.62051	-27.89827	652501.081	1176939.574	4.227
1271067896.28600	pano_000000_000044	55.7141610	12.5854091	40.307	-1.62621	-0.30048	-28.05388	652505.811	1176930.669	4.271
1271067897.03600	pano_000000_000045	55.7140809	12.5854817	40.285	-2.40853	-0.36360	-27.85890	652510.479	1176921.807	4.250
1271067897.78100	pano_000000_000046	55.7140005	12.5855545	40.306	-1.83055	-0.28179	-27.60335	652515.163	1176912.900	4.271
1271067898.52600	pano_000000_000047	55.7139199	12.5856268	40.301	-1.85104	0.30070	-27.66230	652519.817	1176903.992	4.266
1271067899.28100	pano_000000_000048	55.7138395	12.5856988	40.297	-2.08241	-0.24241	-27.63981	652524.448	1176895.091	4.262
1271067900.04600	pano_000000_000049	55.7137591	12.5857711	40.285	-2.37420	-0.08715	-27.80852	652529.098	1176886.189	4.250
1271067900.80700	pano_000000_000050	55.7136788	12.5858435	40.261	-2.44958	-0.11615	-27.85805	652533.759	1176877.304	4.227
1271067901.56200	pano_000000_000051	55.7135986	12.5859169	40.257	-1.83001	-0.46661	-27.99780	652538.477	1176868.432	4.223
1271067902.30200	pano_000000_000052	55.7135185	12.5859901	40.238	-1.45261	-0.69798	-27.95947	652543.189	1176859.577	4.204
1271067903.02200	pano_000000_000053	55.7134380	12.5860633	40.281	-1.04609	-0.48610	-27.65616	652547.896	1176850.669	4.247
1271067903.72700	pano_000000_000054	55.7133576	12.5861352	40.313	-1.32276	-0.13389	-27.42923	652552.525	1176841.766	4.278
1271067904.43200	pano_000000_000055	55.7132765	12.5862061	40.275	-2.84136	0.11679	-27.27016	652557.089	1176832.796	4.241
1271067905.13200	pano_000000_000056	55.7131959	12.5862771	40.319	-2.64839	0.03983	-27.49017	652561.662	1176823.880	4.284
1271067905.83300	pano_000000_000057	55.7131154	12.5863501	40.317	-1.86325	-0.06709	-27.98023	652566.352	1176814.966	4.283
1271067906.52800	pano_000000_000058	55.7130354	12.5864233	40.287	-1.83147	-0.65541	-28.10355	652571.061	1176806.114	4.253
1271067907.22800	pano_000000_000059	55.7129549	12.5864964	40.379	-2.13333	0.56520	-27.90002	652575.767	1176797.207	4.345
1271067907.93800	pano_000000_000060	55.7128744	12.5865690	40.349	-2.15959	0.18764	-27.77659	652580.437	1176788.305	4.315
1271067908.65800	pano_000000_000061	55.7127939	12.5866412	40.334	-2.40653	-0.09774	-27.66816	652585.081	1176779.402	4.300
1271067909.38900	pano_000000_000062	55.7127134	12.5867138	40.358	-1.97981	-0.21326	-27.72014	652589.755	1176770.490	4.324
1271067910.12900	pano_000000_000063	55.7126329	12.5867865	40.346	-1.71487	0.17004	-27.61440	652594.430	1176761.582	4.313
1271067910.87900	pano_000000_000064	55.7125518	12.5868567	40.291	-2.07156	0.36054	-25.20721	652598.951	1176752.609	4.257
1271067911.64400	pano_000000_000065	55.7124688	12.5869201	40.330	-0.96271	-0.51142	-22.17691	652603.047	1176743.415	4.297
1271067912.41400	pano_000000_000066	55.7123843	12.5869768	40.348	-1.62143	-0.16793	-21.75410	652606.723	1176734.057	4.314
1271067913.18400	pano_000000_000067	55.7123003	12.5870352	40.375	-2.34225	-0.08431	-23.38126	652610.510	1176724.741	4.341
1271067913.94400	pano_000000_000068	55.7122177	12.5870984	40.333	-2.01497	0.02186	-25.17529	652614.592	1176715.602	4.300
1271067914.69500	pano_000000_000069	55.7121363	12.5871659	40.269	-2.36424	-0.03963	-26.98370	652618.943	1176706.581	4.235
1271067915.44000	pano_000000_000070	55.7120558	12.5872383	40.224	-2.00652	-0.02317	-28.33217	652623.602	1176697.677	4.190
1271067916.18000	pano_000000_000071	55.7119758	12.5873128	40.176	-1.51854	0.15714	-28.32000	652628.392	1176688.832	4.142
1271067916.92000	pano_000000_000072	55.7118956	12.5873865	40.129	-1.44164	-0.06558	-27.84361	652633.130	1176679.951	4.095
1271067917.66000	pano_000000_000073	55.7118152	12.5874590	40.091	-1.07530	0.38880	-27.62036	652637.795	1176671.057	4.058
1271067918.40000	pano_000000_000074	55.7117350	12.5875310	40.093	-1.09478	-0.06913	-27.75173	652642.433	1176662.182	4.060
1271067919.13600	pano_000000_000075	55.7116546	12.5876033	40.016	-1.69815	0.15610	-27.89242	652647.084	1176653.292	3.983
1271067919.86600	pano_000000_000076	55.7115747	12.5876761	39.992	-1.41986	-0.09539	-28.01740	652651.765	1176644.446	3.959
1271067920.59600	pano_000000_000077	55.7114943	12.5877498	39.971	-1.23001	-0.02259	-28.14578	652656.504	1176635.560	3.938
1271067921.31600	pano_000000_000078	55.7114144	12.5878229	39.935	-1.38302	-0.26004	-27.97373	652661.211	1176626.715	3.902
1271067922.02100	pano_000000_000079	55.7113336	12.5878958	39.901	-1.84649	-0.03388	-27.62397	652665.897	1176617.780	3.869
1271067922.70700	pano_000000_000080	55.7112532	12.5879680	39.907	-1.97719	-0.25735	-28.29401	652670.549	1176608.883	3.875
1271067923.38200	pano_000000_000081	55.7111734	12.5880431	39.894	-1.96693	-0.37857	-29.51379	652675.371	1176600.056	3.861
1271067924.04700	pano_000000_000082	55.7110951	12.5881209	39.881	-1.80445	-0.33173	-30.71132	652680.371	1176591.396	3.848
1271067924.71200	pano_000000_000083	55.7110171	12.5882010	39.917	-0.95057	-0.29343	-30.51036	652685.511	1176582.774	3.885
1271067925.37200	pano_000000_000084	55.7109385	12.5882797	39.890	-1.37294	-0.04277	-30.01534	652690.563	1176574.084	3.858
1271067926.02700	pano_000000_000085	55.7108596	12.5883573	39.883	-1.56046	-0.18516	-29.67506	652695.546	1176565.354	3.851
1271067926.68200	pano_000000_000086	55.7107803	12.5884348	39.878	-1.22390	-0.22668	-29.49695	652700.520	1176556.587	3.846
1271067927.33300	pano_000000_000087	55.7107012	12.5885116	39.853	-1.61621	-0.18015	-29.67995	652705.458	1176547.833	3.821
1271068153.50000	pano_000001_000000	55.7105036	12.5888640	39.940	-1.75374	-0.36597	150.65123	652727.874	1176526.106	3.909
1271068153.91500	pano_000001_000001	55.7105435	12.5888251	39.948	-1.27125	-0.21518	150.68458	652725.376	1176530.525	3.917
1271068154.73000	pano_000001_000002	55.7106226	12.5887488	39.935	-1.68915	-0.29067	150.34571	652720.472	1176539.269	3.904
1271068155.54000	pano_000001_000003	55.7107015	12.5886714	39.937	-1.61057	-0.22712	150.29196	652715.502	1176547.993	3.906
1271068156.34500	pano_000001_000004	55.7107804	12.5885938	39.943	-1.46766	-0.01192	150.20817	652710.514	1176556.717	3.912
1271068157.14000	pano_000001_000005	55.7108592	12.5885168	39.925	-2.12629	-0.40180	150.15878	652705.571	1176565.434	3.894
1271068157.93000	pano_000001_000006	55.7109377	12.5884386	39.953	-1.24022	-0.15774	149.95710	652700.551	1176574.113	3.921
1271068158.73100	pano_000001_000007	55.7110165	12.5883605	39.950	-1.75434	-0.28321	149.85667	652695.535	1176582.831	3.918
1271068159.58100	pano_000001_000008	55.7110953	12.5882820	39.987	-0.93022	0.17528	150.24163	652690.492	1176591.536	3.955
1271068160.49100	pano_000001_000009	55.7111742	12.5882052	39.975	-1.25425	-0.35107	150.66389	652685.561	1176600.264	3.943
1271068161.39600	pano_000001_000010	55.7112537	12.5881300	39.975	-1.31632	-0.42590	151.71034	652680.730	1176609.061	3.943
1271068162.28100	pano_000001_000011	55.7113337	12.5880567	39.986	-1.14048	-0.51443	151.98064	652676.015	1176617.910	3.954
1271068163.14200	pano_000001_000012	55.7114137	12.5879838	40.000	-1.54280	-0.59666	151.64819	652671.320	1176626.763	3.967
1271068163.97700	pano_000001_000013	55.7114936	12.5879096	40.018	-1.76524	-0.46139	151.53369	652666.551	1176635.599	3.985
1271068164.78700	pano_000001_000014	55.7115735	12.5878354	40.052	-1.01157	-0.80191	151.98310	652661.781	1176644.441	4.020
1271068165.57200	pano_000001_000015	55.7116537	12.5877625	40.071	-1.38089	-0.79712	151.97592	652657.088	1176653.310	4.038
1271068166.34200	pano_000001_000016	55.7117338	12.5876891	40.135	-1.03196	-0.43642	152.08200	652652.370	1176662.174	4.103
1271068167.09700	pano_000001_000017	55.7118140	12.5876169	40.113	-1.44982	-0.62372	152.29601	652647.722	1176671.049	4.080
1271068167.84300	pano_000001_000018	55.7118944	12.5875448	40.188	-1.38312	-0.41745	152.52236	652643.082	1176679.941	4.155
1271068168.58800	pano_000001_000019	55.7119750	12.5874730	40.252	-1.00344	-0.14155	152.91099	652638.465	1176688.866	4.219
1271068169.33800	pano_000001_000020	55.7120565	12.5874040	40.245	-2.21679	-0.55254	154.18971	652634.018	1176697.880	4.212
1271068170.09300	pano_000001_000021	55.7121389	12.5873383	40.296	-2.44937	-0.38699	155.99673	652629.774	1176707.001	4.263
1271068170.85300	pano_000001_000022	55.7122217	12.5872776	40.361	-1.77883	-1.38655	158.04382	652625.850	1176716.176	4.328
1271068171.62800	pano_000001_000023	55.7123062	12.5872188	40.506	-0.35413	0.40992	157.74341	652622.041	1176725.545	4.473
1271068172.40400	pano_000001_000024	55.7123895	12.5871587	40.451	-1.76348	0.77421	155.18210	652618.150	1176734.767	4.418
1271068173.17400	pano_000001_000025	55.7124711	12.5870929	40.345	-3.21339	-0.20229	153.61232	652613.907	1176743.799	4.312
1271068173.93400	pano_000001_000026	55.7125517	12.5870223	40.331	-1.66514	-0.09221	152.70626	652609.361	1176752.719	4.297
1271068174.68400	pano_000001_000027	55.7126320	12.5869511	40.333	-1.89220	-0.64901	152.60191	652604.778	1176761.610	4.300
1271068175.42900	pano_000001_000028	55.7127124	12.5868791	40.384	-1.79033	-0.43208	152.23753	652600.143	1176770.509	4.350
1271068176.17000	pano_000001_000029	55.7127930	12.5868068	40.361	-2.40367	-0.35524	152.21788	652595.491	1176779.428	4.327
1271068176.90000	pano_000001_000030	55.7128730	12.5867343	40.387	-1.80083	-0.34431	152.28079	652590.827	1176788.279	4.354
1271068177.62500	pano_000001_000031	55.7129533	12.5866618	40.403	-1.72508	-0.13192	152.03560	652586.162	1176797.162	4.369
1271068178.34500	pano_000001_000032	55.7130339	12.5865891	40.361	-2.95793	0.15821	152.06810	652581.489	1176806.073	4.327
1271068179.06000	pano_000001_000033	55.7131140	12.5865161	40.385	-1.96470	-0.29385	152.35158	652576.790	1176814.944	4.351
1271068179.77000	pano_000001_000034	55.7131946	12.5864441	40.387	-2.19470	-0.13470	152.37178	652572.158	1176823.857	4.353
1271068180.47600	pano_000001_000035	55.7132752	12.5863718	40.361	-2.35922	0.00993	152.25888	652567.503	1176832.777	4.327
1271068181.17600	pano_000001_000036	55.7133553	12.5862995	40.350	-2.10348	-0.57626	152.30721	652562.852	1176841.644	4.316
1271068181.87600	pano_000001_000037	55.7134361	12.5862275	40.361	-2.81285	-0.13086	152.40726	652558.222	1176850.582	4.326
1271068182.57600	pano_000001_000038	55.7135163	12.5861557	40.333	-2.70013	-0.42338	152.38463	652553.601	1176859.459	4.298
1271068183.28600	pano_000001_000039	55.7135970	12.5860836	40.353	-2.28419	0.21649	152.79754	652548.961	1176868.384	4.319
1271068183.99600	pano_000001_000040	55.7136776	12.5860126	40.325	-2.77378	0.05308	152.46059	652544.388	1176877.301	4.290
1271068184.70100	pano_000001_000041	55.7137575	12.5859406	40.297	-1.93173	-0.81616	152.37724	652539.757	1176886.148	4.262
1271068185.40200	pano_000001_000042	55.7138381	12.5858674	40.350	-1.74618	-0.20027	151.88716	652535.045	1176895.065	4.315
1271068186.09200	pano_000001_000043	55.7139182	12.5857945	40.332	-2.38212	-0.31610	152.16484	652530.357	1176903.921	4.297
1271068186.77700	pano_000001_000044	55.7139984	12.5857226	40.353	-2.94085	-0.23760	152.19663	652525.728	1176912.804	4.318
1271068187.46200	pano_000001_000045	55.7140788	12.5856498	40.357	-2.75663	-0.32443	152.11453	652521.050	1176921.698	4.322
1271068188.14200	pano_000001_000046	55.7141588	12.5855773	40.346	-2.89571	-0.29767	152.02390	652516.386	1176930.550	4.311
1271068188.82200	pano_000001_000047	55.7142388	12.5855042	40.360	-1.92139	-0.41084	152.25066	652511.680	1176939.398	4.324
1271068189.50300	pano_000001_000048	55.7143196	12.5854324	40.348	-2.78081	-0.09316	152.46320	652507.060	1176948.339	4.312
1271068190.18300	pano_000001_000049	55.7143998	12.5853604	40.361	-2.14095	-0.15203	152.38557	652502.431	1176957.210	4.326
1271068190.86800	pano_000001_000050	55.7144800	12.5852883	40.347	-2.23928	-0.00332	152.08023	652497.788	1176966.084	4.312
1271068191.56300	pano_000001_000051	55.7145602	12.5852156	40.313	-2.41859	-0.26708	152.17212	652493.114	1176974.963	4.278
1271068192.26800	pano_000001_000052	55.7146404	12.5851430	40.328	-2.47022	-0.07096	152.00862	652488.443	1176983.831	4.292
1271068192.98800	pano_000001_000053	55.7147208	12.5850699	40.320	-2.79495	0.01686	151.85449	652483.740	1176992.726	4.285
1271068193.71900	pano_000001_000054	55.7148007	12.5849966	40.330	-2.79056	-0.29359	151.83143	652479.025	1177001.568	4.294
1271068194.46400	pano_000001_000055	55.7148808	12.5849233	40.318	-2.59010	0.02831	152.11260	652474.315	1177010.436	4.282
1271068195.22400	pano_000001_000056	55.7149612	12.5848509	40.298	-2.98946	-0.46227	152.25883	652469.656	1177019.329	4.262
1271068195.99400	pano_000001_000057	55.7150416	12.5847787	40.347	-2.76665	-0.22712	152.44272	652465.011	1177028.223	4.311
1271068196.76400	pano_000001_000058	55.7151219	12.5847068	40.355	-2.49831	-0.20562	152.49150	652460.386	1177037.115	4.319
1271068197.53400	pano_000001_000059	55.7152025	12.5846346	40.343	-2.27136	-0.28803	152.41097	652455.740	1177046.033	4.307
1271068198.30500	pano_000001_000060	55.7152833	12.5845626	40.362	-2.32864	-0.25702	152.58498	652451.104	1177054.968	4.326
1271068199.07500	pano_000001_000061	55.7153639	12.5844917	40.376	-2.43120	-0.38838	153.08458	652446.543	1177063.884	4.339
1271068199.84000	pano_000001_000062	55.7154452	12.5844222	40.416	-1.49508	-0.64411	154.43373	652442.065	1177072.885	4.379
1271068200.60000	pano_000001_000063	55.7155275	12.5843565	40.477	-1.46122	-0.51007	155.81158	652437.824	1177081.997	4.441
1271068201.36000	pano_000001_000064	55.7156110	12.5842951	40.457	-1.94530	0.04052	157.79433	652433.857	1177091.252	4.420
1271068202.12600	pano_000001_000065	55.7156953	12.5842386	40.488	-0.63363	-0.26072	160.09621	652430.188	1177100.588	4.451
1271068202.91100	pano_000001_000066	55.7157812	12.5841888	40.520	-1.22199	-0.31830	162.10134	652426.943	1177110.114	4.483
1271068203.71600	pano_000001_000067	55.7158678	12.5841440	40.571	-1.63262	-0.43891	163.81495	652424.014	1177119.726	4.534
1271068204.54100	pano_000001_000068	55.7159546	12.5841018	40.627	-1.42339	-0.54730	164.08315	652421.243	1177129.359	4.590
1271068205.39100	pano_000001_000069	55.7160417	12.5840607	40.681	-1.28279	-0.52428	164.68798	652418.547	1177139.022	4.644
1271068206.26100	pano_000001_000070	55.7161282	12.5840201	40.714	-2.22809	-0.74955	162.18698	652415.880	1177148.623	4.678
1271068207.15700	pano_000001_000071	55.7162128	12.5839667	40.784	-2.42620	-0.31229	155.84733	652412.413	1177158.004	4.747
1271068208.08200	pano_000001_000072	55.7162941	12.5838997	40.828	-0.96372	-0.76441	154.64693	652408.091	1177167.006	4.791
1271068209.03700	pano_000001_000073	55.7163761	12.5838339	40.904	-0.87772	-0.20950	153.11167	652403.848	1177176.080	4.867
1271068210.01800	pano_000001_000074	55.7164520	12.5837547	41.012	-1.41274	-2.23734	142.17022	652398.769	1177184.468	4.975
1271068211.07300	pano_000001_000075	55.7165197	12.5836510	41.336	-0.77344	-1.49395	136.03523	652392.158	1177191.923	5.299
1271068212.32300	pano_000001_000076	55.7165893	12.5835468	41.622	0.46157	-1.22096	147.83156	652385.515	1177199.599	5.585
1271068213.88800	pano_000001_000077	55.7166785	12.5834996	41.803	0.35188	-0.21390	-178.12915	652382.430	1177209.497	5.765
1271068215.38400	pano_000001_000078	55.7167677	12.5835398	41.665	0.64499	0.55093	-159.13611	652384.839	1177219.454	5.627
1271068216.97400	pano_000001_000079	55.7168522	12.5835934	41.494	0.96385	2.37461	-164.47279	652388.091	1177228.901	5.457
1271068283.00000	pano_000002_000000	55.7182781	12.5832435	40.602	0.00311	-0.18467	-8.96687	652364.196	1177387.384	4.564
1271068283.17400	pano_000002_000001	55.7182639	12.5832472	40.606	0.11708	0.08314	-9.23963	652364.449	1177385.802	4.568
1271068284.28900	pano_000002_000002	55.7181750	12.5832725	40.598	0.39393	0.04819	-10.19911	652366.159	1177375.926	4.560
1271068285.44000	pano_000002_000003	55.7180863	12.5832992	40.597	0.39551	-0.14693	-10.14040	652367.953	1177366.072	4.559
1271068286.63000	pano_000002_000004	55.7179970	12.5833240	40.591	1.01021	0.08829	-8.86565	652369.629	1177356.152	4.553
1271068287.85500	pano_000002_000005	55.7179079	12.5833470	40.588	0.40419	-0.24103	-8.74199	652371.194	1177346.249	4.551
1271068289.02600	pano_000002_000006	55.7178185	12.5833687	40.570	-0.01760	-0.26987	-9.15513	652372.678	1177336.314	4.532
1271068290.15600	pano_000002_000007	55.7177294	12.5833926	40.550	0.01874	-0.41617	-9.44554	652374.302	1177326.414	4.512
1271068291.30100	pano_000002_000008	55.7176404	12.5834168	40.573	0.21665	0.05489	-9.39365	652375.943	1177316.521	4.536
1271068292.48600	pano_000002_000009	55.7175515	12.5834414	40.565	0.89389	-0.23018	-9.40053	652377.604	1177306.643	4.527
1271068293.73200	pano_000002_000010	55.7174620	12.5834648	40.604	0.36247	0.37103	-9.16319	652379.196	1177296.698	4.566
1271068295.20200	pano_000002_000011	55.7173734	12.5834886	40.601	0.06989	-0.19406	-9.64170	652380.813	1177286.849	4.564
1271068297.07200	pano_000002_000012	55.7172843	12.5835141	40.628	-0.06406	1.25909	-10.11212	652382.531	1177276.945	4.590
1271068333.11100	pano_000002_000013	55.7171954	12.5835377	40.552	-0.81501	-1.36649	-8.51135	652384.132	1177267.069	4.515
1271068334.88600	pano_000002_000014	55.7171059	12.5835579	40.688	-0.31146	-1.37886	-6.66754	652385.525	1177257.118	4.651
1271068336.38600	pano_000002_000015	55.7170148	12.5835603	40.919	-0.72308	-1.72269	6.08870	652385.795	1177246.976	4.882
1271068337.75200	pano_000002_000016	55.7169258	12.5835226	41.163	-0.41792	-1.80593	20.29161	652383.543	1177237.038	5.126
1271068339.03200	pano_000002_000017	55.7168432	12.5834549	41.424	-0.18093	-1.90536	28.89911	652379.404	1177227.801	5.386
1271068340.39200	pano_000002_000018	55.7167672	12.5833661	41.735	0.20752	-1.23855	38.71755	652373.920	1177219.268	5.697
1271068342.09800	pano_000002_000019	55.7167050	12.5832444	41.825	0.97670	1.13334	58.12788	652366.357	1177212.250	5.788
1271068343.55800	pano_000002_000020	55.7166639	12.5831006	41.547	1.24704	0.81276	67.95469	652357.377	1177207.569	5.509
1271068344.74300	pano_000002_000021	55.7166388	12.5829451	41.331	0.16848	0.40831	78.85281	652347.638	1177204.655	5.293
1271068345.80300	pano_000002_000022	55.7166278	12.5827854	41.195	0.25472	-0.12174	85.74225	652337.616	1177203.305	5.157
1271068346.77400	pano_000002_000023	55.7166250	12.5826255	41.122	-0.38089	-1.04730	89.06985	652327.568	1177202.878	5.084
1271068347.68400	pano_000002_000024	55.7166261	12.5824654	41.190	-0.37067	-1.18394	90.88562	652317.506	1177202.880	5.151
1271068348.54900	pano_000002_000025	55.7166297	12.5823060	41.308	-0.47412	-1.15506	91.99131	652307.484	1177203.154	5.269
1271068349.38400	pano_000002_000026	55.7166338	12.5821467	41.450	-1.09533	-1.23054	91.29888	652297.466	1177203.494	5.411
1271068350.20400	pano_000002_000027	55.7166364	12.5819869	41.579	-0.89636	-1.05283	90.71754	652287.423	1177203.666	5.540
1271068351.01000	pano_000002_000028	55.7166386	12.5818273	41.708	-0.77040	-1.13525	90.57118	652277.391	1177203.784	5.669
1271068351.81000	pano_000002_000029	55.7166406	12.5816673	41.835	-0.64360	-1.09839	90.88594	652267.331	1177203.896	5.796
1271068352.61000	pano_000002_000030	55.7166436	12.5815078	41.983	-1.02190	-0.96347	91.25607	652257.302	1177204.110	5.943
1271068353.42500	pano_000002_000031	55.7166465	12.5813482	42.137	-0.91706	-0.87245	90.85423	652247.272	1177204.312	6.098
1271068354.26100	pano_000002_000032	55.7166489	12.5811883	42.262	-1.23958	-1.02310	90.58535	652237.218	1177204.450	6.222
1271068355.10500	pano_000002_000033	55.7166517	12.5810289	42.385	-0.64971	-0.97594	92.22976	652227.196	1177204.642	6.345
1271068355.94600	pano_000002_000034	55.7166578	12.5808693	42.499	-1.09513	-1.04986	94.20195	652217.156	1177205.206	6.459
1271068356.78100	pano_000002_000035	55.7166662	12.5807102	42.624	-1.26925	-1.07175	93.88402	652207.151	1177206.019	6.584
1271068357.61100	pano_000002_000036	55.7166713	12.5805513	42.762	-2.58722	-0.93783	89.67862	652197.158	1177206.473	6.721
1271068358.44100	pano_000002_000037	55.7166695	12.5803920	42.896	-1.24485	-1.11880	87.34250	652187.148	1177206.150	6.855
1271068359.27100	pano_000002_000038	55.7166676	12.5802323	43.037	-0.63161	-1.12267	89.96738	652177.113	1177205.819	6.996
1271068360.09700	pano_000002_000039	55.7166704	12.5800723	43.183	-0.77051	-1.21883	91.67449	652167.055	1177206.006	7.142
1271068360.92200	pano_000002_000040	55.7166735	12.5799131	43.349	0.19600	-1.12960	90.85314	652157.048	1177206.238	7.308
1271068361.76700	pano_000002_000041	55.7166747	12.5797535	43.508	1.53145	-1.06150	89.86416	652147.011	1177206.243	7.467
1271068362.63700	pano_000002_000042	55.7166749	12.5795940	43.665	1.65581	-0.76717	89.04613	652136.987	1177206.153	7.624
1271068363.52700	pano_000002_000043	55.7166733	12.5794352	43.794	1.48124	-0.99365	87.02259	652127.015	1177205.856	7.753
1271068364.43300	pano_000002_000044	55.7166681	12.5792765	43.927	1.36689	-1.04106	84.54608	652117.045	1177205.157	7.885
